root_id,primary_type,class,nt_type,group
720575940612099309,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940612104627,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940612151538,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612178418,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940612190693,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612266213,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612339370,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612352423,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612384665,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612421290,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612429994,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612450730,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612453603,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612458211,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940612490723,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612563454,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612575230,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612576254,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612587286,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612590102,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940612590503,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612590754,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612607953,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612626966,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612647282,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612661782,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940612680818,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940612686358,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940612690338,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612692672,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612714671,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612717202,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612729714,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612740466,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612754582,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940612770418,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612789219,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612812914,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612817583,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612829863,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612870381,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612879341,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612918930,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612961686,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940612991730,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613042403,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940613049315,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613071587,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613113238,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613141987,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613188319,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613197608,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613200918,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613218344,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613237758,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613257664,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613301410,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613383633,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940613403458,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613407981,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613434530,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613452525,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613713704,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613741864,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613743023,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613752999,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613773566,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940613774334,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613782796,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940613784386,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940613793602,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613796527,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940613863330,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613864498,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613867682,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613876447,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613897890,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940613975455,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940613987635,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940613987730,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614008785,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614036019,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940614037811,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614183218,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614199914,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614200426,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614207850,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614218346,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940614219370,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614224490,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940614248446,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614282238,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614283006,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940614308146,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614313890,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614318482,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614327202,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940614348394,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614371986,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614386738,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614416018,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614418118,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614447922,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614486322,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940614486690,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614495093,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940614495138,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614523871,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614524127,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614533226,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614544034,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614549906,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940614605458,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940614606738,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614652818,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940614674282,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
